;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 31/08/2020 15:41:34
;----------------------------------------------

;Address Opcode 	ASM
0x026A	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1491 :: 		
0x026C	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1492 :: 		
0x026E	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,1493 :: 		
0x0270	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,1494 :: 		
0x0272	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1495 :: 		
0x0274	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1496 :: 		
0x0276	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,1497 :: 		
0x0278	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,1498 :: 		
0x027A	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1499 :: 		
0x027C	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1500 :: 		
0x027E	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,1501 :: 		
0x0280	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,1502 :: 		
0x0282	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,1503 :: 		
0x0284	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1504 :: 		
0x0286	0x0E01      	MOVLW       1
;__Lib_Math.c,1505 :: 		
0x0288	0x5E0E      	SUBWF       R14, 1, 0
;__Lib_Math.c,1506 :: 		
0x028A	0xD011      	BRA         UOK22L24
;__Lib_Math.c,1508 :: 		
UADD22L24:
;__Lib_Math.c,1509 :: 		
0x028C	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,1510 :: 		
0x028E	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1511 :: 		
0x0290	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1512 :: 		
0x0292	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,1513 :: 		
0x0294	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,1514 :: 		
0x0296	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1515 :: 		
0x0298	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1516 :: 		
0x029A	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,1517 :: 		
0x029C	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,1518 :: 		
0x029E	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1519 :: 		
0x02A0	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1520 :: 		
0x02A2	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,1521 :: 		
0x02A4	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,1522 :: 		
0x02A6	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,1523 :: 		
0x02A8	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1524 :: 		
0x02AA	0x0E01      	MOVLW       1
;__Lib_Math.c,1525 :: 		
0x02AC	0x260E      	ADDWF       R14, 1, 0
;__Lib_Math.c,1527 :: 		
UOK22L24:
;__Lib_Math.c,1528 :: 		
0x02AE	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,1530 :: 		
0x02B0	0x0E07      	MOVLW       7
;__Lib_Math.c,1531 :: 		
0x02B2	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,1533 :: 		
LOOPU3232D:
;__Lib_Math.c,1534 :: 		
0x02B4	0x3400      	RLCF        R0, 0, 0
;__Lib_Math.c,1535 :: 		
0x02B6	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,1536 :: 		
0x02B8	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,1537 :: 		
0x02BA	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,1538 :: 		
0x02BC	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,1539 :: 		
0x02BE	0x360E      	RLCF        R14, 1, 0
;__Lib_Math.c,1540 :: 		
0x02C0	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1541 :: 		
0x02C2	0xA000      	BTFSS       R0, 0, 0
;__Lib_Math.c,1542 :: 		
0x02C4	0xD012      	BRA         UADD22LD
;__Lib_Math.c,1544 :: 		
0x02C6	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,1545 :: 		
0x02C8	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1546 :: 		
0x02CA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1547 :: 		
0x02CC	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,1548 :: 		
0x02CE	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,1549 :: 		
0x02D0	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1550 :: 		
0x02D2	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1551 :: 		
0x02D4	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,1552 :: 		
0x02D6	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,1553 :: 		
0x02D8	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1554 :: 		
0x02DA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1555 :: 		
0x02DC	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,1556 :: 		
0x02DE	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,1557 :: 		
0x02E0	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,1558 :: 		
0x02E2	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1559 :: 		
0x02E4	0x0E01      	MOVLW       1
;__Lib_Math.c,1560 :: 		
0x02E6	0x5E0E      	SUBWF       R14, 1, 0
;__Lib_Math.c,1561 :: 		
0x02E8	0xD011      	BRA         UOK22LD
;__Lib_Math.c,1563 :: 		
UADD22LD:
;__Lib_Math.c,1564 :: 		
0x02EA	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,1565 :: 		
0x02EC	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1566 :: 		
0x02EE	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1567 :: 		
0x02F0	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,1568 :: 		
0x02F2	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,1569 :: 		
0x02F4	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1570 :: 		
0x02F6	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1571 :: 		
0x02F8	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,1572 :: 		
0x02FA	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,1573 :: 		
0x02FC	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1574 :: 		
0x02FE	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1575 :: 		
0x0300	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,1576 :: 		
0x0302	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,1577 :: 		
0x0304	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,1578 :: 		
0x0306	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1579 :: 		
0x0308	0x0E01      	MOVLW       1
;__Lib_Math.c,1580 :: 		
0x030A	0x260E      	ADDWF       R14, 1, 0
;__Lib_Math.c,1582 :: 		
UOK22LD:
;__Lib_Math.c,1583 :: 		
0x030C	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,1585 :: 		
0x030E	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,1586 :: 		
0x0310	0xD7D1      	BRA         LOOPU3232D
;__Lib_Math.c,1588 :: 		
0x0312	0xB000      	BTFSC       R0, 0, 0
;__Lib_Math.c,1589 :: 		
0x0314	0xD00E      	BRA         UOK22L
;__Lib_Math.c,1590 :: 		
0x0316	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1591 :: 		
0x0318	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,1592 :: 		
0x031A	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1593 :: 		
0x031C	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1594 :: 		
0x031E	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,1595 :: 		
0x0320	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,1596 :: 		
0x0322	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1597 :: 		
0x0324	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1598 :: 		
0x0326	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,1599 :: 		
0x0328	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,1600 :: 		
0x032A	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1601 :: 		
0x032C	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,1602 :: 		
0x032E	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,1603 :: 		
0x0330	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,1605 :: 		
UOK22L:
;__Lib_Math.c,1607 :: 		
L_end_Div_32x32_U:
0x0332	0x0012      	RETURN      0
; end of _Div_32x32_U
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x0334	0x0100      	MOVLB       0
0x0336	0xBF77      	BTFSC       FARG_Lcd_Cmd_out_char, 7, 1
0x0338	0xD002      	BRA         L__Lcd_Cmd21
0x033A	0x9681      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x033C	0xD001      	BRA         L__Lcd_Cmd22
L__Lcd_Cmd21:
0x033E	0x8681      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd22:
;__Lib_Lcd.c,21 :: 		
0x0340	0xBD77      	BTFSC       FARG_Lcd_Cmd_out_char, 6, 1
0x0342	0xD002      	BRA         L__Lcd_Cmd23
0x0344	0x9481      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x0346	0xD001      	BRA         L__Lcd_Cmd24
L__Lcd_Cmd23:
0x0348	0x8481      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd24:
;__Lib_Lcd.c,22 :: 		
0x034A	0xBB77      	BTFSC       FARG_Lcd_Cmd_out_char, 5, 1
0x034C	0xD002      	BRA         L__Lcd_Cmd25
0x034E	0x9281      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0350	0xD001      	BRA         L__Lcd_Cmd26
L__Lcd_Cmd25:
0x0352	0x8281      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd26:
;__Lib_Lcd.c,23 :: 		
0x0354	0xB977      	BTFSC       FARG_Lcd_Cmd_out_char, 4, 1
0x0356	0xD002      	BRA         L__Lcd_Cmd27
0x0358	0x9081      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x035A	0xD001      	BRA         L__Lcd_Cmd28
L__Lcd_Cmd27:
0x035C	0x8081      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd28:
;__Lib_Lcd.c,25 :: 		
0x035E	0xB840      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x0360	0xD002      	BRA         L__Lcd_Cmd29
0x0362	0x8C83      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x0364	0xD001      	BRA         L__Lcd_Cmd30
L__Lcd_Cmd29:
0x0366	0x9C83      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd30:
;__Lib_Lcd.c,28 :: 		
0x0368	0x8E83      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,29 :: 		
0x036A	0xDE68      	RCALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x036C	0x9E83      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,33 :: 		
0x036E	0xB777      	BTFSC       FARG_Lcd_Cmd_out_char, 3, 1
0x0370	0xD002      	BRA         L__Lcd_Cmd31
0x0372	0x9681      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x0374	0xD001      	BRA         L__Lcd_Cmd32
L__Lcd_Cmd31:
0x0376	0x8681      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd32:
;__Lib_Lcd.c,34 :: 		
0x0378	0xB577      	BTFSC       FARG_Lcd_Cmd_out_char, 2, 1
0x037A	0xD002      	BRA         L__Lcd_Cmd33
0x037C	0x9481      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x037E	0xD001      	BRA         L__Lcd_Cmd34
L__Lcd_Cmd33:
0x0380	0x8481      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd34:
;__Lib_Lcd.c,35 :: 		
0x0382	0xB377      	BTFSC       FARG_Lcd_Cmd_out_char, 1, 1
0x0384	0xD002      	BRA         L__Lcd_Cmd35
0x0386	0x9281      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0388	0xD001      	BRA         L__Lcd_Cmd36
L__Lcd_Cmd35:
0x038A	0x8281      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd36:
;__Lib_Lcd.c,36 :: 		
0x038C	0xB177      	BTFSC       FARG_Lcd_Cmd_out_char, 0, 1
0x038E	0xD002      	BRA         L__Lcd_Cmd37
0x0390	0x9081      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x0392	0xD001      	BRA         L__Lcd_Cmd38
L__Lcd_Cmd37:
0x0394	0x8081      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd38:
;__Lib_Lcd.c,38 :: 		
0x0396	0xB840      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x0398	0xD002      	BRA         L__Lcd_Cmd39
0x039A	0x8C83      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x039C	0xD001      	BRA         L__Lcd_Cmd40
L__Lcd_Cmd39:
0x039E	0x9C83      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd40:
;__Lib_Lcd.c,40 :: 		
0x03A0	0x8E83      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,41 :: 		
0x03A2	0xDE4C      	RCALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x03A4	0x9E83      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,44 :: 		
0x03A6	0xA840      	BTFSS       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x03A8	0xD002      	BRA         L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x03AA	0xDE38      	RCALL       _Delay_5500us
0x03AC	0xD001      	BRA         L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x03AE	0xDE41      	RCALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x03B0	0x0012      	RETURN      0
; end of _Lcd_Cmd
_SETFOV32:
;__Lib_MathDouble.c,82 :: 		
;__Lib_MathDouble.c,90 :: 		
0x03B2	0x820B      	BSF         R11, 1, 0
;__Lib_MathDouble.c,91 :: 		
0x03B4	0xAE0B      	BTFSS       R11, 7, 0
;__Lib_MathDouble.c,92 :: 		
0x03B6	0xF001EFE3  	GOTO        SETFOV32EEE
;__Lib_MathDouble.c,94 :: 		
0x03BA	0x6803      	SETF        R3, 0
;__Lib_MathDouble.c,95 :: 		
0x03BC	0x6802      	SETF        R2, 0
;__Lib_MathDouble.c,96 :: 		
0x03BE	0x6801      	SETF        R1, 0
;__Lib_MathDouble.c,97 :: 		
0x03C0	0x6800      	SETF        R0, 0
;__Lib_MathDouble.c,98 :: 		
0x03C2	0x360A      	RLCF        R10, 1, 0
;__Lib_MathDouble.c,99 :: 		
0x03C4	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,100 :: 		
SETFOV32EEE:
;__Lib_MathDouble.c,101 :: 		
0x03C6	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,103 :: 		
L_end_SETFOV32:
0x03C8	0x0012      	RETURN      0
; end of _SETFOV32
_RES032:
;__Lib_MathDouble.c,128 :: 		
;__Lib_MathDouble.c,134 :: 		
0x03CA	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,135 :: 		
0x03CC	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,136 :: 		
0x03CE	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,137 :: 		
0x03D0	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,138 :: 		
0x03D2	0x6A03      	CLRF        R3, 0
;__Lib_MathDouble.c,139 :: 		
0x03D4	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,141 :: 		
L_end_RES032:
0x03D6	0x0012      	RETURN      0
; end of _RES032
_FIXSIGN32:
;__Lib_MathDouble.c,117 :: 		
;__Lib_MathDouble.c,121 :: 		
0x03D8	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,122 :: 		
0x03DA	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,123 :: 		
0x03DC	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,125 :: 		
L_end_FIXSIGN32:
0x03DE	0x0012      	RETURN      0
; end of _FIXSIGN32
_SETFUN32:
;__Lib_MathDouble.c,144 :: 		
;__Lib_MathDouble.c,152 :: 		
0x03E0	0x840B      	BSF         R11, 2, 0
;__Lib_MathDouble.c,153 :: 		
0x03E2	0xAE0B      	BTFSS       R11, 7, 0
;__Lib_MathDouble.c,154 :: 		
0x03E4	0xF001EFFB  	GOTO        SETFUN32EEE
;__Lib_MathDouble.c,156 :: 		
0x03E8	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,157 :: 		
0x03EA	0x6E03      	MOVWF       R3, 0
;__Lib_MathDouble.c,158 :: 		
0x03EC	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,159 :: 		
0x03EE	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,160 :: 		
0x03F0	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,161 :: 		
0x03F2	0x360A      	RLCF        R10, 1, 0
;__Lib_MathDouble.c,162 :: 		
0x03F4	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,163 :: 		
SETFUN32EEE:
;__Lib_MathDouble.c,164 :: 		
0x03F6	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,166 :: 		
L_end_SETFUN32:
0x03F8	0x0012      	RETURN      0
; end of _SETFUN32
_Div_8X8_S:
;__Lib_Math.c,326 :: 		
;__Lib_Math.c,335 :: 		
0x03FA	0x6A0D      	CLRF        R13, 0
;__Lib_Math.c,336 :: 		
0x03FC	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,337 :: 		
0x03FE	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,338 :: 		
0x0400	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,339 :: 		
0x0402	0x0C00      	RETLW       0
;__Lib_Math.c,340 :: 		
0x0404	0x1804      	XORWF       R4, 0, 0
;__Lib_Math.c,341 :: 		
0x0406	0x6E0A      	MOVWF       R10, 0
;__Lib_Math.c,342 :: 		
0x0408	0xBE0A      	BTFSC       R10, 7, 0
;__Lib_Math.c,343 :: 		
0x040A	0x1E0D      	COMF        R13, 1, 0
;__Lib_Math.c,344 :: 		
0x040C	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,345 :: 		
0x040E	0xAE04      	BTFSS       R4, 7, 0
;__Lib_Math.c,346 :: 		
0x0410	0xD002      	BRA         $+6
;__Lib_Math.c,347 :: 		
0x0412	0x1E04      	COMF        R4, 1, 0
;__Lib_Math.c,348 :: 		
0x0414	0x2A04      	INCF        R4, 1, 0
;__Lib_Math.c,349 :: 		
0x0416	0xAE00      	BTFSS       R0, 7, 0
;__Lib_Math.c,350 :: 		
0x0418	0xD002      	BRA         $+6
;__Lib_Math.c,351 :: 		
0x041A	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,352 :: 		
0x041C	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,353 :: 		
0x041E	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,354 :: 		
0x0420	0x1004      	IORWF       R4, 0, 0
;__Lib_Math.c,355 :: 		
0x0422	0x6E0A      	MOVWF       R10, 0
;__Lib_Math.c,356 :: 		
0x0424	0xBE0A      	BTFSC       R10, 7, 0
;__Lib_Math.c,357 :: 		
0x0426	0xD01F      	BRA         $+64
;__Lib_Math.c,358 :: 		
0x0428	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,359 :: 		
0x042A	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,360 :: 		
0x042C	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,361 :: 		
0x042E	0x3400      	RLCF        R0, 0, 0
;__Lib_Math.c,362 :: 		
0x0430	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,363 :: 		
0x0432	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,364 :: 		
0x0434	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,365 :: 		
0x0436	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,366 :: 		
0x0438	0x0E06      	MOVLW       6
;__Lib_Math.c,367 :: 		
0x043A	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,368 :: 		
0x043C	0x3400      	RLCF        R0, 0, 0
;__Lib_Math.c,369 :: 		
0x043E	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,370 :: 		
0x0440	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,371 :: 		
0x0442	0xB000      	BTFSC       R0, 0, 0
;__Lib_Math.c,372 :: 		
0x0444	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,373 :: 		
0x0446	0xA000      	BTFSS       R0, 0, 0
;__Lib_Math.c,374 :: 		
0x0448	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,375 :: 		
0x044A	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,376 :: 		
0x044C	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,377 :: 		
0x044E	0xD7F6      	BRA         $-18
;__Lib_Math.c,378 :: 		
0x0450	0xA000      	BTFSS       R0, 0, 0
;__Lib_Math.c,379 :: 		
0x0452	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,380 :: 		
0x0454	0xB00B      	BTFSC       R11, 0, 0
;__Lib_Math.c,381 :: 		
0x0456	0xD015      	BRA         $+44
;__Lib_Math.c,382 :: 		
0x0458	0xAE0D      	BTFSS       R13, 7, 0
;__Lib_Math.c,383 :: 		
0x045A	0x0C00      	RETLW       0
;__Lib_Math.c,384 :: 		
0x045C	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,385 :: 		
0x045E	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,386 :: 		
0x0460	0x1E08      	COMF        R8, 1, 0
;__Lib_Math.c,387 :: 		
0x0462	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,388 :: 		
0x0464	0x0C00      	RETLW       0
;__Lib_Math.c,389 :: 		
0x0466	0xAE04      	BTFSS       R4, 7, 0
;__Lib_Math.c,390 :: 		
0x0468	0xD009      	BRA         $+20
;__Lib_Math.c,391 :: 		
0x046A	0xBE00      	BTFSC       R0, 7, 0
;__Lib_Math.c,392 :: 		
0x046C	0xD004      	BRA         $+10
;__Lib_Math.c,393 :: 		
0x046E	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,394 :: 		
0x0470	0x6E08      	MOVWF       R8, 0
;__Lib_Math.c,395 :: 		
0x0472	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,396 :: 		
0x0474	0xD7F1      	BRA         $-28
;__Lib_Math.c,397 :: 		
0x0476	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,398 :: 		
0x0478	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,399 :: 		
0x047A	0x0C00      	RETLW       0
;__Lib_Math.c,400 :: 		
0x047C	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,401 :: 		
0x047E	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,402 :: 		
0x0480	0xD7D3      	BRA         $-88
;__Lib_Math.c,403 :: 		
0x0482	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,404 :: 		
0x0484	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,405 :: 		
0x0486	0x5C08      	SUBWF       R8, 0, 0
;__Lib_Math.c,406 :: 		
0x0488	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_Math.c,407 :: 		
0x048A	0xD7E6      	BRA         $-50
;__Lib_Math.c,408 :: 		
0x048C	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,409 :: 		
0x048E	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,410 :: 		
0x0490	0xAE00      	BTFSS       R0, 7, 0
;__Lib_Math.c,411 :: 		
0x0492	0xD7E2      	BRA         $-58
;__Lib_Math.c,412 :: 		
0x0494	0x0CFF      	RETLW       255
;__Lib_Math.c,414 :: 		
L_end_Div_8X8_S:
0x0496	0x0012      	RETURN      0
; end of _Div_8X8_S
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x0498	0x9840      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,53 :: 		
0x049A	0xF077C06D  	MOVFF       FARG_Lcd_Chr_CP_out_char, FARG_Lcd_Cmd_out_char
0x049E	0xDF4A      	RCALL       _Lcd_Cmd
;__Lib_Lcd.c,54 :: 		
0x04A0	0x8840      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x04A2	0x0012      	RETURN      0
; end of _Lcd_Chr_CP
_Mul_32x32_FP:
;__Lib_MathDouble.c,1130 :: 		
;__Lib_MathDouble.c,1148 :: 		
0x04A4	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1149 :: 		
0x04A6	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,1151 :: 		
0x04A8	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1152 :: 		
0x04AA	0x6207      	CPFSEQ      R7, 0
;__Lib_MathDouble.c,1153 :: 		
0x04AC	0x6403      	CPFSGT      R3, 0
;__Lib_MathDouble.c,1154 :: 		
0x04AE	0xF002EFD7  	GOTO        MULJPRES032
;__Lib_MathDouble.c,1157 :: 		
0x04B2	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1158 :: 		
0x04B4	0x1806      	XORWF       R6, 0, 0
;__Lib_MathDouble.c,1159 :: 		
0x04B6	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,1161 :: 		
0x04B8	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1162 :: 		
0x04BA	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1163 :: 		
0x04BC	0x0E7E      	MOVLW       126
